dataset,fold,subset,meta_learner,models_in_subset,n_valid,n_test,stacked_auc,stacked_ece,stacked_brier,mean_auc,mean_ece,mean_brier,best_single_model,best_single_selected_on,best_single_auc,best_single_ece,best_single_brier,best_single_on_test_model,best_single_on_test_auc,lift_stacked_vs_test_best_auc,lift_stacked_vs_mean_auc,lift_stacked_vs_best_auc,lift_stacked_vs_mean_ece,lift_stacked_vs_best_ece,weight_bkt,weight_pfa,weight_pfa_recency,weight_elorasch,weight_dkt,weight_sakt,weight_akt,weight_simplekt
bridge2algebra2006,0,classical,bma,"bkt,pfa,pfa_recency,elorasch",278277,354262,0.74681,0.00952,0.116372,0.758094,0.032915,0.11638,pfa_recency,valid,0.74856,0.011658,0.117097,pfa_recency,0.74856,-0.00175,-0.011284,-0.00175,-0.023395,-0.002138,1.0,0.0,0.0,0.0,,,,
bridge2algebra2006,0,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",278277,354262,0.761402,0.002847,0.114344,0.758094,0.032915,0.11638,pfa_recency,valid,0.74856,0.011658,0.117097,pfa_recency,0.74856,0.012842,0.003308,0.012842,-0.030068,-0.008811,nan,nan,nan,nan,,,,
bridge2algebra2006,0,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",278277,354262,0.759511,0.005836,0.114584,0.758094,0.032915,0.11638,pfa_recency,valid,0.74856,0.011658,0.117097,pfa_recency,0.74856,0.010951,0.001417,0.010951,-0.027079,-0.005822,nan,nan,nan,nan,,,,
bridge2algebra2006,0,deep,logistic_stacked,"dkt,sakt,akt,simplekt",276786,352370,0.819735,0.003304,0.104387,0.814689,0.012291,0.105762,simplekt,valid,0.807972,0.008721,0.107056,simplekt,0.807972,0.011763,0.005047,0.011763,-0.008986,-0.005416,,,,,0.440682,-0.094198,0.285064,0.423906
bridge2algebra2006,0,deep,ridge_stacked,"dkt,sakt,akt,simplekt",276786,352370,0.819735,0.003304,0.104387,0.814689,0.012291,0.105762,simplekt,valid,0.807972,0.008721,0.107056,simplekt,0.807972,0.011763,0.005047,0.011763,-0.008986,-0.005416,,,,,0.440682,-0.094198,0.285064,0.423906
bridge2algebra2006,0,deep,bma,"dkt,sakt,akt,simplekt",276786,352370,0.807972,0.008721,0.107056,0.814689,0.012291,0.105762,simplekt,valid,0.807972,0.008721,0.107056,simplekt,0.807972,0.0,-0.006716,0.0,-0.00357,0.0,,,,,0.0,0.0,0.0,1.0
bridge2algebra2006,0,deep,xgb_stacked,"dkt,sakt,akt,simplekt",276786,352370,0.82008,0.002735,0.104142,0.814689,0.012291,0.105762,simplekt,valid,0.807972,0.008721,0.107056,simplekt,0.807972,0.012108,0.005392,0.012108,-0.009555,-0.005986,,,,,nan,nan,nan,nan
bridge2algebra2006,0,deep,mlp_stacked,"dkt,sakt,akt,simplekt",276786,352370,0.820254,0.003158,0.104087,0.814689,0.012291,0.105762,simplekt,valid,0.807972,0.008721,0.107056,simplekt,0.807972,0.012282,0.005566,0.012282,-0.009132,-0.005562,,,,,nan,nan,nan,nan
bridge2algebra2006,1,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",288069,354262,0.757933,0.007707,0.114862,0.7579,0.033924,0.116472,bkt,valid,0.746771,0.010514,0.116384,pfa_recency,0.748356,0.009577,3.3e-05,0.011163,-0.026217,-0.002807,0.613603,-0.093535,0.440879,0.310249,,,,
bridge2algebra2006,1,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",288069,354262,0.757979,0.007603,0.114856,0.7579,0.033924,0.116472,bkt,valid,0.746771,0.010514,0.116384,pfa_recency,0.748356,0.009622,7.8e-05,0.011208,-0.02632,-0.00291,0.609911,-0.070876,0.42465,0.304141,,,,
bridge2algebra2006,1,classical,bma,"bkt,pfa,pfa_recency,elorasch",288069,354262,0.746771,0.010514,0.116384,0.7579,0.033924,0.116472,bkt,valid,0.746771,0.010514,0.116384,pfa_recency,0.748356,-0.001586,-0.01113,0.0,-0.02341,0.0,1.0,0.0,0.0,0.0,,,,
bridge2algebra2006,1,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",288069,354262,0.76078,0.003602,0.11444,0.7579,0.033924,0.116472,bkt,valid,0.746771,0.010514,0.116384,pfa_recency,0.748356,0.012424,0.00288,0.01401,-0.030322,-0.006912,nan,nan,nan,nan,,,,
bridge2algebra2006,1,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",288069,354262,0.759497,0.003745,0.114538,0.7579,0.033924,0.116472,bkt,valid,0.746771,0.010514,0.116384,pfa_recency,0.748356,0.011141,0.001596,0.012726,-0.030178,-0.006768,nan,nan,nan,nan,,,,
bridge2algebra2006,1,deep,logistic_stacked,"dkt,sakt,akt,simplekt",286535,352370,0.821489,0.00363,0.103709,0.816829,0.013602,0.105225,akt,valid,0.806718,0.006749,0.107502,akt,0.806718,0.014771,0.00466,0.014771,-0.009972,-0.003119,,,,,0.440029,-0.113522,0.310278,0.39211
bridge2algebra2006,1,deep,ridge_stacked,"dkt,sakt,akt,simplekt",286535,352370,0.821488,0.003636,0.103709,0.816829,0.013602,0.105225,akt,valid,0.806718,0.006749,0.107502,akt,0.806718,0.014771,0.00466,0.014771,-0.009966,-0.003113,,,,,0.440052,-0.113551,0.310281,0.392117
bridge2algebra2006,1,deep,bma,"dkt,sakt,akt,simplekt",286535,352370,0.806718,0.006749,0.107502,0.816829,0.013602,0.105225,akt,valid,0.806718,0.006749,0.107502,akt,0.806718,0.0,-0.010111,0.0,-0.006854,0.0,,,,,0.0,0.0,1.0,0.0
bridge2algebra2006,1,deep,xgb_stacked,"dkt,sakt,akt,simplekt",286535,352370,0.822175,0.003311,0.103428,0.816829,0.013602,0.105225,akt,valid,0.806718,0.006749,0.107502,akt,0.806718,0.015458,0.005347,0.015458,-0.010292,-0.003438,,,,,nan,nan,nan,nan
bridge2algebra2006,1,deep,mlp_stacked,"dkt,sakt,akt,simplekt",286535,352370,0.822402,0.003728,0.103397,0.816829,0.013602,0.105225,akt,valid,0.806718,0.006749,0.107502,akt,0.806718,0.015685,0.005574,0.015685,-0.009875,-0.003021,,,,,nan,nan,nan,nan
bridge2algebra2006,2,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",303170,354262,0.758282,0.007817,0.114828,0.757779,0.031696,0.116324,pfa_recency,valid,0.748654,0.011067,0.117095,pfa_recency,0.748654,0.009628,0.000503,0.009628,-0.023878,-0.003249,0.540063,0.049261,0.386633,0.218126,,,,
bridge2algebra2006,2,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",303170,354262,0.758288,0.007763,0.114829,0.757779,0.031696,0.116324,pfa_recency,valid,0.748654,0.011067,0.117095,pfa_recency,0.748654,0.009635,0.00051,0.009635,-0.023933,-0.003304,0.537296,0.057679,0.380461,0.217752,,,,
bridge2algebra2006,2,classical,bma,"bkt,pfa,pfa_recency,elorasch",303170,354262,0.746254,0.008851,0.116368,0.757779,0.031696,0.116324,pfa_recency,valid,0.748654,0.011067,0.117095,pfa_recency,0.748654,-0.0024,-0.011525,-0.0024,-0.022845,-0.002216,1.0,0.0,0.0,0.0,,,,
bridge2algebra2006,2,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",303170,354262,0.761124,0.004179,0.114397,0.757779,0.031696,0.116324,pfa_recency,valid,0.748654,0.011067,0.117095,pfa_recency,0.748654,0.01247,0.003345,0.01247,-0.027516,-0.006887,nan,nan,nan,nan,,,,
bridge2algebra2006,2,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",303170,354262,0.759458,0.005774,0.114525,0.757779,0.031696,0.116324,pfa_recency,valid,0.748654,0.011067,0.117095,pfa_recency,0.748654,0.010804,0.001679,0.010804,-0.025921,-0.005292,nan,nan,nan,nan,,,,
bridge2algebra2006,2,deep,logistic_stacked,"dkt,sakt,akt,simplekt",301562,352370,0.821535,0.003645,0.103815,0.817075,0.013361,0.105042,akt,valid,0.807446,0.007236,0.107317,akt,0.807446,0.014089,0.00446,0.014089,-0.009716,-0.00359,,,,,0.412379,-0.06688,0.302717,0.385809
bridge2algebra2006,2,deep,ridge_stacked,"dkt,sakt,akt,simplekt",301562,352370,0.821535,0.003645,0.103815,0.817075,0.013361,0.105042,akt,valid,0.807446,0.007236,0.107317,akt,0.807446,0.014089,0.00446,0.014089,-0.009716,-0.00359,,,,,0.412379,-0.06688,0.302717,0.385809
bridge2algebra2006,2,deep,bma,"dkt,sakt,akt,simplekt",301562,352370,0.807446,0.007236,0.107317,0.817075,0.013361,0.105042,akt,valid,0.807446,0.007236,0.107317,akt,0.807446,0.0,-0.009629,0.0,-0.006125,0.0,,,,,0.0,0.0,1.0,0.0
bridge2algebra2006,2,deep,xgb_stacked,"dkt,sakt,akt,simplekt",301562,352370,0.822236,0.002893,0.103501,0.817075,0.013361,0.105042,akt,valid,0.807446,0.007236,0.107317,akt,0.807446,0.01479,0.005161,0.01479,-0.010468,-0.004342,,,,,nan,nan,nan,nan
bridge2algebra2006,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",301562,352370,0.821968,0.006948,0.103723,0.817075,0.013361,0.105042,akt,valid,0.807446,0.007236,0.107317,akt,0.807446,0.014522,0.004893,0.014522,-0.006413,-0.000288,,,,,nan,nan,nan,nan
bridge2algebra2006,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",309493,354262,0.758437,0.007316,0.114843,0.758077,0.031557,0.116307,pfa_recency,valid,0.748474,0.011135,0.117142,pfa_recency,0.748474,0.009963,0.00036,0.009963,-0.024241,-0.003819,0.544048,-0.086157,0.46707,0.333767,,,,
bridge2algebra2006,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",309493,354262,0.758457,0.007217,0.11484,0.758077,0.031557,0.116307,pfa_recency,valid,0.748474,0.011135,0.117142,pfa_recency,0.748474,0.009983,0.00038,0.009983,-0.02434,-0.003918,0.542221,-0.072835,0.454587,0.330953,,,,
bridge2algebra2006,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",309493,354262,0.746117,0.007523,0.116367,0.758077,0.031557,0.116307,pfa_recency,valid,0.748474,0.011135,0.117142,pfa_recency,0.748474,-0.002357,-0.011961,-0.002357,-0.024034,-0.003612,1.0,0.0,0.0,0.0,,,,
bridge2algebra2006,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",309493,354262,0.761712,0.002953,0.114376,0.758077,0.031557,0.116307,pfa_recency,valid,0.748474,0.011135,0.117142,pfa_recency,0.748474,0.013238,0.003634,0.013238,-0.028604,-0.008182,nan,nan,nan,nan,,,,
bridge2algebra2006,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",309493,354262,0.759516,0.004472,0.114559,0.758077,0.031557,0.116307,pfa_recency,valid,0.748474,0.011135,0.117142,pfa_recency,0.748474,0.011042,0.001439,0.011042,-0.027085,-0.006664,nan,nan,nan,nan,,,,
bridge2algebra2006,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",307842,352370,0.818379,0.004311,0.104758,0.813184,0.015552,0.106341,akt,valid,0.805745,0.006766,0.107702,akt,0.805745,0.012633,0.005194,0.012633,-0.011241,-0.002455,,,,,0.428271,-0.09206,0.363587,0.353289
bridge2algebra2006,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",307842,352370,0.818377,0.004257,0.104759,0.813184,0.015552,0.106341,akt,valid,0.805745,0.006766,0.107702,akt,0.805745,0.012632,0.005193,0.012632,-0.011295,-0.002509,,,,,0.426423,-0.089262,0.36306,0.352447
bridge2algebra2006,3,deep,bma,"dkt,sakt,akt,simplekt",307842,352370,0.805745,0.006766,0.107702,0.813184,0.015552,0.106341,akt,valid,0.805745,0.006766,0.107702,akt,0.805745,0.0,-0.007439,0.0,-0.008786,0.0,,,,,0.0,0.0,1.0,0.0
bridge2algebra2006,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",307842,352370,0.819067,0.004573,0.104452,0.813184,0.015552,0.106341,akt,valid,0.805745,0.006766,0.107702,akt,0.805745,0.013321,0.005882,0.013321,-0.01098,-0.002193,,,,,nan,nan,nan,nan
bridge2algebra2006,3,deep,mlp_stacked,"dkt,sakt,akt,simplekt",307842,352370,0.819252,0.002293,0.104391,0.813184,0.015552,0.106341,akt,valid,0.805745,0.006766,0.107702,akt,0.805745,0.013507,0.006068,0.013507,-0.01326,-0.004473,,,,,nan,nan,nan,nan
bridge2algebra2006,4,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",284203,354262,0.758511,0.006902,0.114768,0.757942,0.03226,0.116353,pfa_recency,valid,0.74841,0.011269,0.117124,pfa_recency,0.74841,0.010101,0.000569,0.010101,-0.025358,-0.004367,0.540042,-0.083409,0.4833,0.252815,,,,
bridge2algebra2006,4,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",284203,354262,0.758535,0.00701,0.114767,0.757942,0.03226,0.116353,pfa_recency,valid,0.74841,0.011269,0.117124,pfa_recency,0.74841,0.010125,0.000593,0.010125,-0.02525,-0.004259,0.538442,-0.059593,0.461407,0.250463,,,,
bridge2algebra2006,4,classical,bma,"bkt,pfa,pfa_recency,elorasch",284203,354262,0.746749,0.010814,0.116325,0.757942,0.03226,0.116353,pfa_recency,valid,0.74841,0.011269,0.117124,pfa_recency,0.74841,-0.001661,-0.011194,-0.001661,-0.021446,-0.000455,1.0,0.0,0.0,0.0,,,,
bridge2algebra2006,4,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",284203,354262,0.760917,0.003533,0.114351,0.757942,0.03226,0.116353,pfa_recency,valid,0.74841,0.011269,0.117124,pfa_recency,0.74841,0.012507,0.002974,0.012507,-0.028727,-0.007736,nan,nan,nan,nan,,,,
bridge2algebra2006,4,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",284203,354262,0.759257,0.006869,0.114559,0.757942,0.03226,0.116353,pfa_recency,valid,0.74841,0.011269,0.117124,pfa_recency,0.74841,0.010847,0.001315,0.010847,-0.02539,-0.0044,nan,nan,nan,nan,,,,
bridge2algebra2006,4,deep,logistic_stacked,"dkt,sakt,akt,simplekt",282684,352370,0.818336,0.002115,0.104515,0.812273,0.015749,0.10594,akt,valid,0.805861,0.009314,0.107894,akt,0.805861,0.012475,0.006063,0.012475,-0.013634,-0.007199,,,,,0.479272,-0.133461,0.30311,0.44104
bridge2algebra2006,4,deep,ridge_stacked,"dkt,sakt,akt,simplekt",282684,352370,0.818336,0.002096,0.104515,0.812273,0.015749,0.10594,akt,valid,0.805861,0.009314,0.107894,akt,0.805861,0.012475,0.006063,0.012475,-0.013652,-0.007217,,,,,0.47901,-0.133092,0.303259,0.440681
bridge2algebra2006,4,deep,bma,"dkt,sakt,akt,simplekt",282684,352370,0.805861,0.009314,0.107894,0.812273,0.015749,0.10594,akt,valid,0.805861,0.009314,0.107894,akt,0.805861,0.0,-0.006412,0.0,-0.006435,0.0,,,,,0.0,0.0,1.0,0.0
bridge2algebra2006,4,deep,xgb_stacked,"dkt,sakt,akt,simplekt",282684,352370,0.818604,0.003126,0.104293,0.812273,0.015749,0.10594,akt,valid,0.805861,0.009314,0.107894,akt,0.805861,0.012743,0.006331,0.012743,-0.012623,-0.006188,,,,,nan,nan,nan,nan
bridge2algebra2006,4,deep,mlp_stacked,"dkt,sakt,akt,simplekt",282684,352370,0.818928,0.011208,0.104389,0.812273,0.015749,0.10594,akt,valid,0.805861,0.009314,0.107894,akt,0.805861,0.013067,0.006655,0.013067,-0.004541,0.001894,,,,,nan,nan,nan,nan
assist2012,0,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",445206,542817,0.696602,0.004561,0.18885,0.689195,0.030603,0.192099,bkt,valid,0.680836,0.008537,0.192349,bkt,0.680836,0.015766,0.007407,0.015766,-0.026041,-0.003975,0.654188,-0.385534,0.43983,0.741215,,,,
assist2012,0,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",445206,542817,0.696602,0.004572,0.18885,0.689195,0.030603,0.192099,bkt,valid,0.680836,0.008537,0.192349,bkt,0.680836,0.015766,0.007407,0.015766,-0.02603,-0.003964,0.654219,-0.385757,0.439995,0.741282,,,,
assist2012,0,classical,bma,"bkt,pfa,pfa_recency,elorasch",445206,542817,0.680836,0.008537,0.192349,0.689195,0.030603,0.192099,bkt,valid,0.680836,0.008537,0.192349,bkt,0.680836,0.0,-0.008359,0.0,-0.022066,0.0,1.0,0.0,0.0,0.0,,,,
assist2012,0,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",445206,542817,0.699518,0.003079,0.188104,0.689195,0.030603,0.192099,bkt,valid,0.680836,0.008537,0.192349,bkt,0.680836,0.018682,0.010323,0.018682,-0.027523,-0.005457,nan,nan,nan,nan,,,,
assist2012,0,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",445206,542817,0.69794,0.003738,0.188466,0.689195,0.030603,0.192099,bkt,valid,0.680836,0.008537,0.192349,bkt,0.680836,0.017104,0.008745,0.017104,-0.026864,-0.004798,nan,nan,nan,nan,,,,
assist2012,0,deep,logistic_stacked,"dkt,sakt,akt,simplekt",439766,536087,0.777844,0.002019,0.166303,0.771622,0.026273,0.169221,akt,valid,0.772909,0.014961,0.168261,akt,0.772909,0.004935,0.006221,0.004935,-0.024254,-0.012942,,,,,0.254746,-0.059596,0.434172,0.40757
assist2012,0,deep,ridge_stacked,"dkt,sakt,akt,simplekt",439766,536087,0.777844,0.002028,0.166303,0.771622,0.026273,0.169221,akt,valid,0.772909,0.014961,0.168261,akt,0.772909,0.004935,0.006221,0.004935,-0.024244,-0.012932,,,,,0.254647,-0.05944,0.434142,0.407527
assist2012,0,deep,bma,"dkt,sakt,akt,simplekt",439766,536087,0.772909,0.014961,0.168261,0.771622,0.026273,0.169221,akt,valid,0.772909,0.014961,0.168261,akt,0.772909,0.0,0.001286,0.0,-0.011312,0.0,,,,,0.0,0.0,1.0,0.0
assist2012,0,deep,xgb_stacked,"dkt,sakt,akt,simplekt",439766,536087,0.777942,0.002049,0.166265,0.771622,0.026273,0.169221,akt,valid,0.772909,0.014961,0.168261,akt,0.772909,0.005034,0.00632,0.005034,-0.024224,-0.012912,,,,,nan,nan,nan,nan
assist2012,0,deep,mlp_stacked,"dkt,sakt,akt,simplekt",439766,536087,0.777969,0.003377,0.16626,0.771622,0.026273,0.169221,akt,valid,0.772909,0.014961,0.168261,akt,0.772909,0.00506,0.006347,0.00506,-0.022895,-0.011583,,,,,nan,nan,nan,nan
assist2012,1,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",437974,542817,0.696577,0.00398,0.188873,0.689175,0.031097,0.192133,bkt,valid,0.680724,0.008243,0.192339,bkt,0.680724,0.015853,0.007402,0.015853,-0.027117,-0.004264,0.625428,-0.411895,0.489163,0.770855,,,,
assist2012,1,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",437974,542817,0.696577,0.003977,0.188872,0.689175,0.031097,0.192133,bkt,valid,0.680724,0.008243,0.192339,bkt,0.680724,0.015853,0.007402,0.015853,-0.02712,-0.004266,0.625458,-0.412142,0.489353,0.770917,,,,
assist2012,1,classical,bma,"bkt,pfa,pfa_recency,elorasch",437974,542817,0.680724,0.008243,0.192339,0.689175,0.031097,0.192133,bkt,valid,0.680724,0.008243,0.192339,bkt,0.680724,0.0,-0.008451,0.0,-0.022854,0.0,1.0,0.0,0.0,0.0,,,,
assist2012,1,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",437974,542817,0.699815,0.001887,0.188033,0.689175,0.031097,0.192133,bkt,valid,0.680724,0.008243,0.192339,bkt,0.680724,0.019091,0.01064,0.019091,-0.02921,-0.006356,nan,nan,nan,nan,,,,
assist2012,1,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",437974,542817,0.697106,0.003187,0.188715,0.689175,0.031097,0.192133,bkt,valid,0.680724,0.008243,0.192339,bkt,0.680724,0.016382,0.007931,0.016382,-0.02791,-0.005056,nan,nan,nan,nan,,,,
assist2012,1,deep,logistic_stacked,"dkt,sakt,akt,simplekt",432602,536087,0.778036,0.002064,0.166272,0.771671,0.024466,0.169108,akt,valid,0.772772,0.014935,0.168316,akt,0.772772,0.005263,0.006365,0.005263,-0.022402,-0.012871,,,,,0.249474,-0.039418,0.432892,0.403791
assist2012,1,deep,ridge_stacked,"dkt,sakt,akt,simplekt",432602,536087,0.778036,0.002064,0.166272,0.771671,0.024466,0.169108,akt,valid,0.772772,0.014935,0.168316,akt,0.772772,0.005263,0.006365,0.005263,-0.022402,-0.012871,,,,,0.249474,-0.039418,0.432892,0.403791
assist2012,1,deep,bma,"dkt,sakt,akt,simplekt",432602,536087,0.772772,0.014935,0.168316,0.771671,0.024466,0.169108,akt,valid,0.772772,0.014935,0.168316,akt,0.772772,0.0,0.001101,0.0,-0.009532,0.0,,,,,0.0,0.0,1.0,0.0
assist2012,1,deep,xgb_stacked,"dkt,sakt,akt,simplekt",432602,536087,0.778085,0.002176,0.166227,0.771671,0.024466,0.169108,akt,valid,0.772772,0.014935,0.168316,akt,0.772772,0.005313,0.006414,0.005313,-0.02229,-0.012759,,,,,nan,nan,nan,nan
assist2012,1,deep,mlp_stacked,"dkt,sakt,akt,simplekt",432602,536087,0.778014,0.005053,0.166305,0.771671,0.024466,0.169108,akt,valid,0.772772,0.014935,0.168316,akt,0.772772,0.005242,0.006343,0.005242,-0.019413,-0.009882,,,,,nan,nan,nan,nan
assist2012,2,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",430248,542817,0.696493,0.003988,0.188889,0.689121,0.030731,0.192148,bkt,valid,0.680908,0.00762,0.192331,bkt,0.680908,0.015585,0.007372,0.015585,-0.026743,-0.003632,0.652115,-0.425042,0.483043,0.747271,,,,
assist2012,2,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",430248,542817,0.696493,0.003974,0.188889,0.689121,0.030731,0.192148,bkt,valid,0.680908,0.00762,0.192331,bkt,0.680908,0.015586,0.007372,0.015586,-0.026757,-0.003646,0.652149,-0.425303,0.483241,0.747335,,,,
assist2012,2,classical,bma,"bkt,pfa,pfa_recency,elorasch",430248,542817,0.680908,0.00762,0.192331,0.689121,0.030731,0.192148,bkt,valid,0.680908,0.00762,0.192331,bkt,0.680908,0.0,-0.008214,0.0,-0.023111,0.0,1.0,0.0,0.0,0.0,,,,
assist2012,2,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",430248,542817,0.699822,0.002172,0.188024,0.689121,0.030731,0.192148,bkt,valid,0.680908,0.00762,0.192331,bkt,0.680908,0.018914,0.010701,0.018914,-0.028558,-0.005448,nan,nan,nan,nan,,,,
assist2012,2,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",430248,542817,0.69812,0.005909,0.188476,0.689121,0.030731,0.192148,bkt,valid,0.680908,0.00762,0.192331,bkt,0.680908,0.017212,0.008999,0.017212,-0.024822,-0.001711,nan,nan,nan,nan,,,,
assist2012,2,deep,logistic_stacked,"dkt,sakt,akt,simplekt",424912,536087,0.777755,0.001825,0.16635,0.770889,0.024337,0.169446,akt,valid,0.771735,0.014769,0.168718,akt,0.771735,0.00602,0.006866,0.00602,-0.022513,-0.012944,,,,,0.253301,-0.068413,0.389395,0.462084
assist2012,2,deep,ridge_stacked,"dkt,sakt,akt,simplekt",424912,536087,0.777755,0.001824,0.16635,0.770889,0.024337,0.169446,akt,valid,0.771735,0.014769,0.168718,akt,0.771735,0.00602,0.006866,0.00602,-0.022513,-0.012945,,,,,0.253189,-0.068245,0.389404,0.461996
assist2012,2,deep,bma,"dkt,sakt,akt,simplekt",424912,536087,0.771,0.008496,0.168528,0.770889,0.024337,0.169446,akt,valid,0.771735,0.014769,0.168718,akt,0.771735,-0.000735,0.000111,-0.000735,-0.015841,-0.006273,,,,,0.0,0.0,0.0,1.0
assist2012,2,deep,xgb_stacked,"dkt,sakt,akt,simplekt",424912,536087,0.777955,0.001595,0.166248,0.770889,0.024337,0.169446,akt,valid,0.771735,0.014769,0.168718,akt,0.771735,0.006221,0.007066,0.006221,-0.022743,-0.013175,,,,,nan,nan,nan,nan
assist2012,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",424912,536087,0.777991,0.012276,0.166429,0.770889,0.024337,0.169446,akt,valid,0.771735,0.014769,0.168718,akt,0.771735,0.006256,0.007102,0.006256,-0.012061,-0.002493,,,,,nan,nan,nan,nan
assist2012,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",424542,542817,0.696656,0.004079,0.188888,0.689154,0.030833,0.192137,bkt,valid,0.680942,0.008015,0.192335,bkt,0.680942,0.015715,0.007502,0.015715,-0.026753,-0.003936,0.632997,-0.412332,0.491811,0.774055,,,,
assist2012,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",424542,542817,0.696657,0.004077,0.188888,0.689154,0.030833,0.192137,bkt,valid,0.680942,0.008015,0.192335,bkt,0.680942,0.015715,0.007502,0.015715,-0.026755,-0.003938,0.633017,-0.412563,0.492005,0.774111,,,,
assist2012,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",424542,542817,0.680942,0.008015,0.192335,0.689154,0.030833,0.192137,bkt,valid,0.680942,0.008015,0.192335,bkt,0.680942,0.0,-0.008213,0.0,-0.022818,0.0,1.0,0.0,0.0,0.0,,,,
assist2012,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",424542,542817,0.699606,0.001958,0.188072,0.689154,0.030833,0.192137,bkt,valid,0.680942,0.008015,0.192335,bkt,0.680942,0.018665,0.010452,0.018665,-0.028874,-0.006056,nan,nan,nan,nan,,,,
assist2012,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",424542,542817,0.697139,0.01312,0.188897,0.689154,0.030833,0.192137,bkt,valid,0.680942,0.008015,0.192335,bkt,0.680942,0.016198,0.007985,0.016198,-0.017713,0.005105,nan,nan,nan,nan,,,,
assist2012,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",419158,536087,0.777817,0.001666,0.166318,0.771283,0.024788,0.169284,akt,valid,0.771509,0.014137,0.168699,akt,0.771509,0.006308,0.006534,0.006308,-0.023122,-0.012471,,,,,0.282286,-0.060023,0.376199,0.458811
assist2012,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",419158,536087,0.777817,0.001664,0.166318,0.771283,0.024788,0.169284,akt,valid,0.771509,0.014137,0.168699,akt,0.771509,0.006308,0.006534,0.006308,-0.023124,-0.012472,,,,,0.282169,-0.059858,0.376214,0.458724
assist2012,3,deep,bma,"dkt,sakt,akt,simplekt",419158,536087,0.770207,0.015383,0.16909,0.771283,0.024788,0.169284,akt,valid,0.771509,0.014137,0.168699,akt,0.771509,-0.001302,-0.001076,-0.001302,-0.009406,0.001246,,,,,0.0,0.0,0.0,1.0
assist2012,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",419158,536087,0.777875,0.002317,0.166282,0.771283,0.024788,0.169284,akt,valid,0.771509,0.014137,0.168699,akt,0.771509,0.006366,0.006592,0.006366,-0.022471,-0.011819,,,,,nan,nan,nan,nan
assist2012,3,deep,mlp_stacked,"dkt,sakt,akt,simplekt",419158,536087,0.777914,0.00778,0.166343,0.771283,0.024788,0.169284,akt,valid,0.771509,0.014137,0.168699,akt,0.771509,0.006406,0.006632,0.006406,-0.017008,-0.006357,,,,,nan,nan,nan,nan
assist2012,4,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",428860,542817,0.696552,0.004083,0.188875,0.689175,0.0307,0.192109,bkt,valid,0.680866,0.008151,0.192325,bkt,0.680866,0.015686,0.007377,0.015686,-0.026617,-0.004067,0.620377,-0.40424,0.49755,0.74273,,,,
