dataset,fold,subset,meta_learner,models_in_subset,n_valid,n_test,stacked_auc,stacked_ece,stacked_brier,mean_auc,mean_ece,mean_brier,best_single_model,best_single_selected_on,best_single_auc,best_single_ece,best_single_brier,best_single_on_test_model,best_single_on_test_auc,lift_stacked_vs_test_best_auc,lift_stacked_vs_mean_auc,lift_stacked_vs_best_auc,lift_stacked_vs_mean_ece,lift_stacked_vs_best_ece,weight_bkt,weight_pfa,weight_pfa_recency,weight_elorasch,weight_dkt,weight_sakt,weight_akt,weight_simplekt
assist2017,1,classical,bma,"bkt,pfa,pfa_recency,elorasch",142789,178823,0.640084,0.027391,0.220339,0.647425,0.028879,0.218684,elorasch,valid,0.640084,0.027391,0.220339,elorasch,0.640084,0.0,-0.007342,0.0,-0.001488,0.0,0.0,0.0,0.0,1.0,,,,
assist2017,1,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",142789,178823,0.660968,0.006022,0.214604,0.647425,0.028879,0.218684,elorasch,valid,0.640084,0.027391,0.220339,elorasch,0.640084,0.020885,0.013543,0.020885,-0.022857,-0.021369,nan,nan,nan,nan,,,,
assist2017,1,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",142789,178823,0.65547,0.005606,0.215529,0.647425,0.028879,0.218684,elorasch,valid,0.640084,0.027391,0.220339,elorasch,0.640084,0.015386,0.008045,0.015386,-0.023273,-0.021785,nan,nan,nan,nan,,,,
assist2017,1,deep,logistic_stacked,"dkt,sakt,akt,simplekt",141938,177767,0.770683,0.004285,0.183613,0.763435,0.037705,0.188127,akt,valid,0.758171,0.01577,0.188319,akt,0.758171,0.012511,0.007248,0.012511,-0.033419,-0.011485,,,,,0.236225,-0.093524,0.425093,0.430077
assist2017,1,deep,ridge_stacked,"dkt,sakt,akt,simplekt",141938,177767,0.770683,0.004286,0.183613,0.763435,0.037705,0.188127,akt,valid,0.758171,0.01577,0.188319,akt,0.758171,0.012511,0.007248,0.012511,-0.033419,-0.011484,,,,,0.236234,-0.093556,0.425107,0.430086
assist2017,1,deep,bma,"dkt,sakt,akt,simplekt",141938,177767,0.758171,0.01577,0.188319,0.763435,0.037705,0.188127,akt,valid,0.758171,0.01577,0.188319,akt,0.758171,0.0,-0.005263,0.0,-0.021935,0.0,,,,,0.0,0.0,1.0,0.0
assist2017,1,deep,xgb_stacked,"dkt,sakt,akt,simplekt",141938,177767,0.770858,0.005011,0.183612,0.763435,0.037705,0.188127,akt,valid,0.758171,0.01577,0.188319,akt,0.758171,0.012687,0.007424,0.012687,-0.032693,-0.010759,,,,,nan,nan,nan,nan
assist2017,1,deep,mlp_stacked,"dkt,sakt,akt,simplekt",141938,177767,0.771243,0.010345,0.183565,0.763435,0.037705,0.188127,akt,valid,0.758171,0.01577,0.188319,akt,0.758171,0.013071,0.007808,0.013071,-0.02736,-0.005425,,,,,nan,nan,nan,nan
assist2017,2,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",146749,178823,0.654314,0.01149,0.215933,0.647387,0.029284,0.218717,elorasch,valid,0.639874,0.027428,0.220366,elorasch,0.639874,0.01444,0.006926,0.01444,-0.017794,-0.015939,0.576048,-0.404685,0.356489,0.785413,,,,
assist2017,2,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",146749,178823,0.654326,0.011526,0.215934,0.647387,0.029284,0.218717,elorasch,valid,0.639874,0.027428,0.220366,elorasch,0.639874,0.014452,0.006939,0.014452,-0.017758,-0.015903,0.574127,-0.393066,0.348012,0.784221,,,,
assist2017,2,classical,bma,"bkt,pfa,pfa_recency,elorasch",146749,178823,0.639874,0.027428,0.220366,0.647387,0.029284,0.218717,elorasch,valid,0.639874,0.027428,0.220366,elorasch,0.639874,0.0,-0.007514,0.0,-0.001855,0.0,0.0,0.0,0.0,1.0,,,,
assist2017,2,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",146749,178823,0.661093,0.007017,0.214713,0.647387,0.029284,0.218717,elorasch,valid,0.639874,0.027428,0.220366,elorasch,0.639874,0.021219,0.013706,0.021219,-0.022266,-0.020411,nan,nan,nan,nan,,,,
assist2017,2,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",146749,178823,0.65558,0.012038,0.215631,0.647387,0.029284,0.218717,elorasch,valid,0.639874,0.027428,0.220366,elorasch,0.639874,0.015706,0.008192,0.015706,-0.017245,-0.01539,nan,nan,nan,nan,,,,
assist2017,2,deep,logistic_stacked,"dkt,sakt,akt,simplekt",145879,177767,0.768838,0.006615,0.184331,0.76173,0.043886,0.189212,akt,valid,0.757625,0.017892,0.18869,akt,0.757625,0.011213,0.007109,0.011213,-0.037271,-0.011277,,,,,0.266121,-0.069965,0.438998,0.437604
assist2017,2,deep,ridge_stacked,"dkt,sakt,akt,simplekt",145879,177767,0.768838,0.006615,0.184331,0.76173,0.043886,0.189212,akt,valid,0.757625,0.017892,0.18869,akt,0.757625,0.011213,0.007109,0.011213,-0.037271,-0.011277,,,,,0.266121,-0.069965,0.438998,0.437604
assist2017,2,deep,bma,"dkt,sakt,akt,simplekt",145879,177767,0.757625,0.017892,0.18869,0.76173,0.043886,0.189212,akt,valid,0.757625,0.017892,0.18869,akt,0.757625,0.0,-0.004104,0.0,-0.025994,0.0,,,,,0.0,0.0,1.0,0.0
assist2017,2,deep,xgb_stacked,"dkt,sakt,akt,simplekt",145879,177767,0.76857,0.006188,0.184459,0.76173,0.043886,0.189212,akt,valid,0.757625,0.017892,0.18869,akt,0.757625,0.010945,0.00684,0.010945,-0.037698,-0.011704,,,,,nan,nan,nan,nan
assist2017,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",145879,177767,0.768971,0.008221,0.184343,0.76173,0.043886,0.189212,akt,valid,0.757625,0.017892,0.18869,akt,0.757625,0.011346,0.007241,0.011346,-0.035664,-0.00967,,,,,nan,nan,nan,nan
assist2017,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",169963,178823,0.654629,0.011962,0.215965,0.647484,0.029463,0.218609,elorasch,valid,0.640106,0.028215,0.22037,elorasch,0.640106,0.014523,0.007145,0.014523,-0.017501,-0.016253,0.498861,-0.31916,0.366356,0.72114,,,,
assist2017,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",169963,178823,0.65463,0.011958,0.215969,0.647484,0.029463,0.218609,elorasch,valid,0.640106,0.028215,0.22037,elorasch,0.640106,0.014524,0.007145,0.014524,-0.017505,-0.016257,0.497061,-0.310109,0.359653,0.720635,,,,
assist2017,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",169963,178823,0.640106,0.028215,0.22037,0.647484,0.029463,0.218609,elorasch,valid,0.640106,0.028215,0.22037,elorasch,0.640106,0.0,-0.007378,0.0,-0.001248,0.0,0.0,0.0,0.0,1.0,,,,
assist2017,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",169963,178823,0.661878,0.009976,0.214497,0.647484,0.029463,0.218609,elorasch,valid,0.640106,0.028215,0.22037,elorasch,0.640106,0.021772,0.014394,0.021772,-0.019487,-0.018239,nan,nan,nan,nan,,,,
assist2017,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",169963,178823,0.655339,0.011361,0.215724,0.647484,0.029463,0.218609,elorasch,valid,0.640106,0.028215,0.22037,elorasch,0.640106,0.015233,0.007854,0.015233,-0.018102,-0.016854,nan,nan,nan,nan,,,,
assist2017,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",168980,177767,0.769464,0.004106,0.184,0.763362,0.045767,0.188935,akt,valid,0.758611,0.017125,0.188194,akt,0.758611,0.010853,0.006102,0.010853,-0.04166,-0.013019,,,,,0.304329,-0.114767,0.471832,0.434782
assist2017,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",168980,177767,0.769464,0.004106,0.184,0.763362,0.045767,0.188935,akt,valid,0.758611,0.017125,0.188194,akt,0.758611,0.010853,0.006102,0.010853,-0.04166,-0.013019,,,,,0.304329,-0.114767,0.471832,0.434782
assist2017,3,deep,bma,"dkt,sakt,akt,simplekt",168980,177767,0.758611,0.017125,0.188194,0.763362,0.045767,0.188935,akt,valid,0.758611,0.017125,0.188194,akt,0.758611,0.0,-0.004751,0.0,-0.028641,0.0,,,,,0.0,0.0,1.0,0.0
assist2017,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",168980,177767,0.769647,0.004353,0.183964,0.763362,0.045767,0.188935,akt,valid,0.758611,0.017125,0.188194,akt,0.758611,0.011036,0.006285,0.011036,-0.041413,-0.012772,,,,,nan,nan,nan,nan
assist2017,3,deep,mlp_stacked,"dkt,sakt,akt,simplekt",168980,177767,0.770097,0.006951,0.183836,0.763362,0.045767,0.188935,akt,valid,0.758611,0.017125,0.188194,akt,0.758611,0.011486,0.006735,0.011486,-0.038816,-0.010174,,,,,nan,nan,nan,nan
assist2017,4,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",150510,178823,0.654598,0.010716,0.21588,0.647439,0.029344,0.218683,elorasch,valid,0.640697,0.028382,0.220272,elorasch,0.640697,0.013901,0.007159,0.013901,-0.018627,-0.017666,0.557673,-0.423515,0.408053,0.786384,,,,
assist2017,4,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",150510,178823,0.654608,0.010794,0.21588,0.647439,0.029344,0.218683,elorasch,valid,0.640697,0.028382,0.220272,elorasch,0.640697,0.013911,0.007169,0.013911,-0.018549,-0.017588,0.555759,-0.411129,0.399053,0.784624,,,,
assist2017,4,classical,bma,"bkt,pfa,pfa_recency,elorasch",150510,178823,0.640697,0.028382,0.220272,0.647439,0.029344,0.218683,elorasch,valid,0.640697,0.028382,0.220272,elorasch,0.640697,0.0,-0.006742,0.0,-0.000961,0.0,0.0,0.0,0.0,1.0,,,,
assist2017,4,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",150510,178823,0.661456,0.005622,0.214531,0.647439,0.029344,0.218683,elorasch,valid,0.640697,0.028382,0.220272,elorasch,0.640697,0.020759,0.014017,0.020759,-0.023722,-0.022761,nan,nan,nan,nan,,,,
assist2017,4,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",150510,178823,0.655673,0.005354,0.215469,0.647439,0.029344,0.218683,elorasch,valid,0.640697,0.028382,0.220272,elorasch,0.640697,0.014975,0.008234,0.014975,-0.023989,-0.023028,nan,nan,nan,nan,,,,
assist2017,4,deep,logistic_stacked,"dkt,sakt,akt,simplekt",149617,177767,0.772106,0.007574,0.183199,0.765056,0.043458,0.18816,simplekt,valid,0.757588,0.030158,0.188884,akt,0.759508,0.012598,0.00705,0.014518,-0.035884,-0.022585,,,,,0.223277,-0.099512,0.399856,0.460335
assist2017,4,deep,ridge_stacked,"dkt,sakt,akt,simplekt",149617,177767,0.772107,0.007765,0.183202,0.765056,0.043458,0.18816,simplekt,valid,0.757588,0.030158,0.188884,akt,0.759508,0.012599,0.007051,0.014519,-0.035693,-0.022393,,,,,0.222134,-0.095817,0.399161,0.458859
assist2017,4,deep,bma,"dkt,sakt,akt,simplekt",149617,177767,0.759508,0.022009,0.188446,0.765056,0.043458,0.18816,simplekt,valid,0.757588,0.030158,0.188884,akt,0.759508,0.0,-0.005549,0.00192,-0.021448,-0.008149,,,,,0.0,0.0,1.0,0.0
assist2017,4,deep,xgb_stacked,"dkt,sakt,akt,simplekt",149617,177767,0.772182,0.004694,0.183139,0.765056,0.043458,0.18816,simplekt,valid,0.757588,0.030158,0.188884,akt,0.759508,0.012675,0.007126,0.014594,-0.038764,-0.025464,,,,,nan,nan,nan,nan
assist2017,4,deep,mlp_stacked,"dkt,sakt,akt,simplekt",149617,177767,0.772383,0.01205,0.183191,0.765056,0.043458,0.18816,simplekt,valid,0.757588,0.030158,0.188884,akt,0.759508,0.012876,0.007327,0.014796,-0.031408,-0.018108,,,,,nan,nan,nan,nan
algebra2005,0,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",113657,93595,0.758091,0.015396,0.150411,0.754942,0.026041,0.152491,bkt,valid,0.750809,0.013983,0.152249,bkt,0.750809,0.007282,0.003149,0.007282,-0.010645,0.001413,0.736695,-0.002411,0.147643,0.315187,,,,
algebra2005,0,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",113657,93595,0.758102,0.015386,0.150404,0.754942,0.026041,0.152491,bkt,valid,0.750809,0.013983,0.152249,bkt,0.750809,0.007293,0.003161,0.007293,-0.010655,0.001403,0.723345,0.01493,0.137132,0.312884,,,,
algebra2005,0,classical,bma,"bkt,pfa,pfa_recency,elorasch",113657,93595,0.750809,0.013983,0.152249,0.754942,0.026041,0.152491,bkt,valid,0.750809,0.013983,0.152249,bkt,0.750809,0.0,-0.004132,0.0,-0.012058,0.0,1.0,0.0,0.0,0.0,,,,
algebra2005,0,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",113657,93595,0.76209,0.009554,0.14919,0.754942,0.026041,0.152491,bkt,valid,0.750809,0.013983,0.152249,bkt,0.750809,0.011281,0.007149,0.011281,-0.016487,-0.004429,nan,nan,nan,nan,,,,
algebra2005,0,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",113657,93595,0.759657,0.016662,0.150187,0.754942,0.026041,0.152491,bkt,valid,0.750809,0.013983,0.152249,bkt,0.750809,0.008848,0.004715,0.008848,-0.009379,0.002679,nan,nan,nan,nan,,,,
algebra2005,0,deep,logistic_stacked,"dkt,sakt,akt,simplekt",112859,92945,0.831646,0.009994,0.131033,0.827474,0.015629,0.133411,simplekt,valid,0.813394,0.053947,0.142022,simplekt,0.813394,0.018252,0.004172,0.018252,-0.005635,-0.043954,,,,,0.492126,-0.073937,0.135001,0.336374
algebra2005,0,deep,ridge_stacked,"dkt,sakt,akt,simplekt",112859,92945,0.831664,0.010202,0.131035,0.827474,0.015629,0.133411,simplekt,valid,0.813394,0.053947,0.142022,simplekt,0.813394,0.01827,0.00419,0.01827,-0.005427,-0.043745,,,,,0.486793,-0.070234,0.13582,0.335196
algebra2005,0,deep,bma,"dkt,sakt,akt,simplekt",112859,92945,0.80977,0.019175,0.137509,0.827474,0.015629,0.133411,simplekt,valid,0.813394,0.053947,0.142022,simplekt,0.813394,-0.003624,-0.017704,-0.003624,0.003546,-0.034773,,,,,1.0,0.0,0.0,0.0
algebra2005,0,deep,xgb_stacked,"dkt,sakt,akt,simplekt",112859,92945,0.833485,0.00791,0.130126,0.827474,0.015629,0.133411,simplekt,valid,0.813394,0.053947,0.142022,simplekt,0.813394,0.020091,0.006011,0.020091,-0.007718,-0.046037,,,,,nan,nan,nan,nan
algebra2005,0,deep,mlp_stacked,"dkt,sakt,akt,simplekt",112859,92945,0.832834,0.00926,0.130515,0.827474,0.015629,0.133411,simplekt,valid,0.813394,0.053947,0.142022,simplekt,0.813394,0.01944,0.00536,0.01944,-0.006369,-0.044687,,,,,nan,nan,nan,nan
algebra2005,1,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",112651,93595,0.758625,0.017044,0.150641,0.755001,0.026816,0.152536,bkt,valid,0.750079,0.01567,0.15231,bkt,0.750079,0.008545,0.003624,0.008545,-0.009772,0.001374,0.724383,-0.031208,0.168011,0.42556,,,,
algebra2005,1,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",112651,93595,0.758625,0.017067,0.150641,0.755001,0.026816,0.152536,bkt,valid,0.750079,0.01567,0.15231,bkt,0.750079,0.008546,0.003624,0.008546,-0.009749,0.001397,0.724476,-0.03132,0.168058,0.425643,,,,
algebra2005,1,classical,bma,"bkt,pfa,pfa_recency,elorasch",112651,93595,0.750079,0.01567,0.15231,0.755001,0.026816,0.152536,bkt,valid,0.750079,0.01567,0.15231,bkt,0.750079,0.0,-0.004921,0.0,-0.011146,0.0,1.0,0.0,0.0,0.0,,,,
algebra2005,1,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",112651,93595,0.762464,0.016093,0.149309,0.755001,0.026816,0.152536,bkt,valid,0.750079,0.01567,0.15231,bkt,0.750079,0.012384,0.007463,0.012384,-0.010723,0.000424,nan,nan,nan,nan,,,,
algebra2005,1,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",112651,93595,0.759389,0.014737,0.150095,0.755001,0.026816,0.152536,bkt,valid,0.750079,0.01567,0.15231,bkt,0.750079,0.009309,0.004388,0.009309,-0.012078,-0.000932,nan,nan,nan,nan,,,,
algebra2005,1,deep,logistic_stacked,"dkt,sakt,akt,simplekt",111871,92945,0.827877,0.013655,0.132957,0.82352,0.019776,0.135234,simplekt,valid,0.814078,0.048824,0.141077,simplekt,0.814078,0.013799,0.004356,0.013799,-0.006121,-0.035169,,,,,0.529031,-0.046993,0.157499,0.3263
algebra2005,1,deep,ridge_stacked,"dkt,sakt,akt,simplekt",111871,92945,0.827891,0.013633,0.132958,0.82352,0.019776,0.135234,simplekt,valid,0.814078,0.048824,0.141077,simplekt,0.814078,0.013813,0.00437,0.013813,-0.006144,-0.035191,,,,,0.522566,-0.043318,0.159023,0.32488
algebra2005,1,deep,bma,"dkt,sakt,akt,simplekt",111871,92945,0.808036,0.009147,0.137535,0.82352,0.019776,0.135234,simplekt,valid,0.814078,0.048824,0.141077,simplekt,0.814078,-0.006042,-0.015485,-0.006042,-0.010629,-0.039677,,,,,1.0,0.0,0.0,0.0
algebra2005,1,deep,xgb_stacked,"dkt,sakt,akt,simplekt",111871,92945,0.8301,0.008783,0.131656,0.82352,0.019776,0.135234,simplekt,valid,0.814078,0.048824,0.141077,simplekt,0.814078,0.016022,0.00658,0.016022,-0.010993,-0.040041,,,,,nan,nan,nan,nan
algebra2005,1,deep,mlp_stacked,"dkt,sakt,akt,simplekt",111871,92945,0.830248,0.00943,0.131654,0.82352,0.019776,0.135234,simplekt,valid,0.814078,0.048824,0.141077,simplekt,0.814078,0.01617,0.006728,0.01617,-0.010347,-0.039394,,,,,nan,nan,nan,nan
algebra2005,2,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",101425,93595,0.75754,0.011937,0.150356,0.753908,0.027419,0.15273,bkt,valid,0.750231,0.012839,0.152387,bkt,0.750231,0.007309,0.003632,0.007309,-0.015481,-0.000902,0.694022,0.009041,0.151342,0.328483,,,,
algebra2005,2,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",101425,93595,0.757539,0.011921,0.150356,0.753908,0.027419,0.15273,bkt,valid,0.750231,0.012839,0.152387,bkt,0.750231,0.007308,0.003632,0.007308,-0.015498,-0.000918,0.694392,0.008361,0.152079,0.32817,,,,
algebra2005,2,classical,bma,"bkt,pfa,pfa_recency,elorasch",101425,93595,0.750231,0.012839,0.152387,0.753908,0.027419,0.15273,bkt,valid,0.750231,0.012839,0.152387,bkt,0.750231,0.0,-0.003677,0.0,-0.014579,0.0,1.0,0.0,0.0,0.0,,,,
algebra2005,2,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",101425,93595,0.76135,0.006367,0.149372,0.753908,0.027419,0.15273,bkt,valid,0.750231,0.012839,0.152387,bkt,0.750231,0.011119,0.007442,0.011119,-0.021051,-0.006472,nan,nan,nan,nan,,,,
algebra2005,2,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",101425,93595,0.759168,0.011035,0.149872,0.753908,0.027419,0.15273,bkt,valid,0.750231,0.012839,0.152387,bkt,0.750231,0.008937,0.00526,0.008937,-0.016383,-0.001804,nan,nan,nan,nan,,,,
algebra2005,2,deep,logistic_stacked,"dkt,sakt,akt,simplekt",100740,92945,0.831876,0.010298,0.131002,0.825598,0.02127,0.134294,simplekt,valid,0.815247,0.06492,0.1417,simplekt,0.815247,0.01663,0.006278,0.01663,-0.010972,-0.054622,,,,,0.550979,-0.074935,0.072408,0.359966
algebra2005,2,deep,ridge_stacked,"dkt,sakt,akt,simplekt",100740,92945,0.831903,0.010307,0.131006,0.825598,0.02127,0.134294,simplekt,valid,0.815247,0.06492,0.1417,simplekt,0.815247,0.016657,0.006305,0.016657,-0.010963,-0.054613,,,,,0.542364,-0.070075,0.075147,0.358299
algebra2005,2,deep,bma,"dkt,sakt,akt,simplekt",100740,92945,0.808664,0.010157,0.137157,0.825598,0.02127,0.134294,simplekt,valid,0.815247,0.06492,0.1417,simplekt,0.815247,-0.006582,-0.016934,-0.006582,-0.011113,-0.054763,,,,,1.0,0.0,0.0,0.0
algebra2005,2,deep,xgb_stacked,"dkt,sakt,akt,simplekt",100740,92945,0.833615,0.004957,0.130015,0.825598,0.02127,0.134294,simplekt,valid,0.815247,0.06492,0.1417,simplekt,0.815247,0.018369,0.008017,0.018369,-0.016314,-0.059963,,,,,nan,nan,nan,nan
algebra2005,2,deep,mlp_stacked,"dkt,sakt,akt,simplekt",100740,92945,0.833543,0.023889,0.130886,0.825598,0.02127,0.134294,simplekt,valid,0.815247,0.06492,0.1417,simplekt,0.815247,0.018296,0.007944,0.018296,0.002618,-0.041031,,,,,nan,nan,nan,nan
algebra2005,3,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",95608,93595,0.757821,0.013048,0.150326,0.753988,0.027804,0.152761,bkt,valid,0.750609,0.014198,0.152319,bkt,0.750609,0.007213,0.003833,0.007213,-0.014756,-0.001151,0.733205,-0.151157,0.294102,0.317466,,,,
algebra2005,3,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",95608,93595,0.757821,0.013029,0.150326,0.753988,0.027804,0.152761,bkt,valid,0.750609,0.014198,0.152319,bkt,0.750609,0.007213,0.003833,0.007213,-0.014775,-0.001169,0.733352,-0.151518,0.294367,0.317509,,,,
algebra2005,3,classical,bma,"bkt,pfa,pfa_recency,elorasch",95608,93595,0.750609,0.014198,0.152319,0.753988,0.027804,0.152761,bkt,valid,0.750609,0.014198,0.152319,bkt,0.750609,0.0,-0.003379,0.0,-0.013606,0.0,1.0,0.0,0.0,0.0,,,,
algebra2005,3,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",95608,93595,0.761452,0.005331,0.149246,0.753988,0.027804,0.152761,bkt,valid,0.750609,0.014198,0.152319,bkt,0.750609,0.010843,0.007463,0.010843,-0.022473,-0.008867,nan,nan,nan,nan,,,,
algebra2005,3,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",95608,93595,0.758348,0.009012,0.150039,0.753988,0.027804,0.152761,bkt,valid,0.750609,0.014198,0.152319,bkt,0.750609,0.007739,0.00436,0.007739,-0.018792,-0.005186,nan,nan,nan,nan,,,,
algebra2005,3,deep,logistic_stacked,"dkt,sakt,akt,simplekt",94885,92945,0.832396,0.011969,0.130976,0.826563,0.020265,0.134031,simplekt,valid,0.816694,0.066559,0.141712,simplekt,0.816694,0.015702,0.005833,0.015702,-0.008295,-0.05459,,,,,0.511192,-0.085867,0.114789,0.34162
algebra2005,3,deep,ridge_stacked,"dkt,sakt,akt,simplekt",94885,92945,0.832425,0.012088,0.130984,0.826563,0.020265,0.134031,simplekt,valid,0.816694,0.066559,0.141712,simplekt,0.816694,0.015731,0.005862,0.015731,-0.008176,-0.054471,,,,,0.502354,-0.080664,0.116368,0.340618
algebra2005,3,deep,bma,"dkt,sakt,akt,simplekt",94885,92945,0.80915,0.010041,0.137183,0.826563,0.020265,0.134031,simplekt,valid,0.816694,0.066559,0.141712,simplekt,0.816694,-0.007544,-0.017413,-0.007544,-0.010223,-0.056518,,,,,1.0,0.0,0.0,0.0
algebra2005,3,deep,xgb_stacked,"dkt,sakt,akt,simplekt",94885,92945,0.833762,0.005209,0.13,0.826563,0.020265,0.134031,simplekt,valid,0.816694,0.066559,0.141712,simplekt,0.816694,0.017068,0.007199,0.017068,-0.015055,-0.06135,,,,,nan,nan,nan,nan
algebra2005,3,deep,mlp_stacked,"dkt,sakt,akt,simplekt",94885,92945,0.83375,0.005333,0.130138,0.826563,0.020265,0.134031,simplekt,valid,0.816694,0.066559,0.141712,simplekt,0.816694,0.017056,0.007187,0.017056,-0.014931,-0.061226,,,,,nan,nan,nan,nan
algebra2005,4,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",90089,93595,0.758038,0.011547,0.150257,0.754031,0.02792,0.152736,bkt,valid,0.750802,0.01546,0.152331,bkt,0.750802,0.007236,0.004007,0.007236,-0.016373,-0.003913,0.664146,-0.087867,0.254548,0.33293,,,,
algebra2005,4,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",90089,93595,0.758039,0.01155,0.150257,0.754031,0.02792,0.152736,bkt,valid,0.750802,0.01546,0.152331,bkt,0.750802,0.007236,0.004008,0.007236,-0.01637,-0.00391,0.664291,-0.088163,0.254763,0.332949,,,,
algebra2005,4,classical,bma,"bkt,pfa,pfa_recency,elorasch",90089,93595,0.750802,0.01546,0.152331,0.754031,0.02792,0.152736,bkt,valid,0.750802,0.01546,0.152331,bkt,0.750802,0.0,-0.003229,0.0,-0.01246,0.0,1.0,0.0,0.0,0.0,,,,
algebra2005,4,classical,xgb_stacked,"bkt,pfa,pfa_recency,elorasch",90089,93595,0.760516,0.005081,0.149314,0.754031,0.02792,0.152736,bkt,valid,0.750802,0.01546,0.152331,bkt,0.750802,0.009714,0.006485,0.009714,-0.022839,-0.010379,nan,nan,nan,nan,,,,
algebra2005,4,classical,mlp_stacked,"bkt,pfa,pfa_recency,elorasch",90089,93595,0.758609,0.007765,0.150026,0.754031,0.02792,0.152736,bkt,valid,0.750802,0.01546,0.152331,bkt,0.750802,0.007806,0.004578,0.007806,-0.020155,-0.007695,nan,nan,nan,nan,,,,
algebra2005,4,deep,logistic_stacked,"dkt,sakt,akt,simplekt",89450,92945,0.830624,0.014112,0.131937,0.826365,0.018225,0.134303,akt,valid,0.813399,0.027323,0.139301,akt,0.813399,0.017226,0.004259,0.017226,-0.004113,-0.013211,,,,,0.551746,-0.124638,0.226239,0.272891
algebra2005,4,deep,ridge_stacked,"dkt,sakt,akt,simplekt",89450,92945,0.830673,0.014355,0.131943,0.826365,0.018225,0.134303,akt,valid,0.813399,0.027323,0.139301,akt,0.813399,0.017274,0.004307,0.017274,-0.003871,-0.012968,,,,,0.54296,-0.118047,0.226503,0.271571
algebra2005,4,deep,bma,"dkt,sakt,akt,simplekt",89450,92945,0.811403,0.012945,0.136463,0.826365,0.018225,0.134303,akt,valid,0.813399,0.027323,0.139301,akt,0.813399,-0.001996,-0.014962,-0.001996,-0.00528,-0.014378,,,,,1.0,0.0,0.0,0.0
algebra2005,4,deep,xgb_stacked,"dkt,sakt,akt,simplekt",89450,92945,0.833427,0.005814,0.130349,0.826365,0.018225,0.134303,akt,valid,0.813399,0.027323,0.139301,akt,0.813399,0.020028,0.007062,0.020028,-0.012412,-0.02151,,,,,nan,nan,nan,nan
algebra2005,4,deep,mlp_stacked,"dkt,sakt,akt,simplekt",89450,92945,0.8329,0.005841,0.130593,0.826365,0.018225,0.134303,akt,valid,0.813399,0.027323,0.139301,akt,0.813399,0.019501,0.006535,0.019501,-0.012385,-0.021482,,,,,nan,nan,nan,nan
bridge2algebra2006,0,classical,logistic_stacked,"bkt,pfa,pfa_recency,elorasch",278277,354262,0.758376,0.006262,0.114805,0.758094,0.032915,0.11638,pfa_recency,valid,0.74856,0.011658,0.117097,pfa_recency,0.74856,0.009816,0.000282,0.009816,-0.026653,-0.005396,0.548921,-0.054707,0.459199,0.313052,,,,
bridge2algebra2006,0,classical,ridge_stacked,"bkt,pfa,pfa_recency,elorasch",278277,354262,0.758396,0.006233,0.114804,0.758094,0.032915,0.11638,pfa_recency,valid,0.74856,0.011658,0.117097,pfa_recency,0.74856,0.009836,0.000302,0.009836,-0.026682,-0.005425,0.546759,-0.032321,0.439351,0.308048,,,,
