dataset,subset,model,fold,n_rows,auc,ece,brier
ednet,deep,dkt,3,132209,0.6063349733051197,0.08965573901928009,0.2298838323214002
ednet,deep,dkt,4,132209,0.6042368873936408,0.09134228380821276,0.23225490439364946
ednet,deep,sakt,0,132209,0.6046719829647189,0.11731133281395366,0.23863009808938876
ednet,deep,sakt,1,132209,0.6029535390495651,0.14034916760583624,0.24621863132744368
ednet,deep,sakt,2,132209,0.6069020514973298,0.1165325620797374,0.23830554155261746
ednet,deep,sakt,3,132209,0.6069875242858958,0.11283846334213254,0.23757432649910365
ednet,deep,sakt,4,132209,0.6058759312110631,0.11631164595451143,0.23950993598862408
ednet,deep,akt,0,132209,0.6070612920091303,0.0941251858799325,0.23444103467411448
ednet,deep,akt,1,132209,0.6119938065907833,0.09139233864562926,0.2329153676584045
ednet,deep,akt,2,132209,0.6070497955549875,0.09277751439009446,0.2341327388993185
ednet,deep,akt,3,132209,0.6108305597270095,0.0928238032206582,0.23394850975652187
ednet,deep,akt,4,132209,0.6115983507180558,0.09542187369997503,0.23475565350460256
ednet,deep,simplekt,0,132209,0.6584621118779972,0.14840847219175696,0.237773343527067
ednet,deep,simplekt,1,132209,0.6594067123982302,0.13246790460558663,0.23273922857778215
ednet,deep,simplekt,2,132209,0.6578667023725322,0.14656133999954618,0.23768712033174744
ednet,deep,simplekt,3,132209,0.6567899957231365,0.14508689726115465,0.23705214144680015
ednet,deep,simplekt,4,132209,0.653690604942677,0.14289103162417083,0.23885529907041123
