dataset,fold,meta_learner,models_in_subset,n_valid,n_test,n_concepts_fit,gated_auc,gated_ece,gated_brier,mean_auc,mean_ece,mean_brier,stacked_auc,stacked_ece,stacked_brier,best_single_model,best_single_selected_on,best_single_on_test_model,best_single_auc,best_single_ece,best_single_brier,lift_gated_vs_mean_auc,lift_gated_vs_best_auc,lift_gated_vs_stack_auc,lift_gated_vs_mean_ece,lift_gated_vs_best_ece,lift_gated_vs_stack_ece
assist2012,3,linear_gating,"bkt,pfa,pfa_recency,elorasch",424542,542817,-1,0.688004,0.025783,0.192068,0.689154,0.030833,0.192137,0.696656,0.004079,0.188888,bkt,valid,bkt,0.680942,0.008015,0.192335,-0.001151,0.007062,-0.008653,-0.00505,0.017768,0.021703
assist2012,4,static_concept_weights,"bkt,pfa,pfa_recency,elorasch",428860,542817,209,0.698722,0.002723,0.188351,0.689175,0.0307,0.192109,0.696552,0.004083,0.188875,bkt,valid,bkt,0.680866,0.008151,0.192325,0.009547,0.017856,0.00217,-0.027977,-0.005428,-0.001361
assist2012,4,global_stack_concept_intercept,"bkt,pfa,pfa_recency,elorasch",428860,542817,209,0.699018,0.003739,0.188232,0.689175,0.0307,0.192109,0.696552,0.004083,0.188875,bkt,valid,bkt,0.680866,0.008151,0.192325,0.009843,0.018153,0.002467,-0.02696,-0.004411,-0.000344
assist2012,4,linear_gating,"bkt,pfa,pfa_recency,elorasch",428860,542817,-1,0.687443,0.025274,0.192188,0.689175,0.0307,0.192109,0.696552,0.004083,0.188875,bkt,valid,bkt,0.680866,0.008151,0.192325,-0.001732,0.006577,-0.009109,-0.005425,0.017124,0.021191
ednet,0,static_concept_weights,"bkt,pfa,pfa_recency,elorasch",79103,133974,91,0.644662,0.014172,0.210643,0.639786,0.019254,0.212043,0.647552,0.011674,0.21013,elorasch,valid,elorasch,0.641491,0.047139,0.213957,0.004876,0.003171,-0.00289,-0.005082,-0.032967,0.002498
ednet,0,global_stack_concept_intercept,"bkt,pfa,pfa_recency,elorasch",79103,133974,91,0.647092,0.014895,0.210173,0.639786,0.019254,0.212043,0.647552,0.011674,0.21013,elorasch,valid,elorasch,0.641491,0.047139,0.213957,0.007307,0.005601,-0.00046,-0.004359,-0.032244,0.003221
ednet,0,linear_gating,"bkt,pfa,pfa_recency,elorasch",79103,133974,-1,0.635242,0.04406,0.215441,0.639786,0.019254,0.212043,0.647552,0.011674,0.21013,elorasch,valid,elorasch,0.641491,0.047139,0.213957,-0.004544,-0.006249,-0.012311,0.024805,-0.003079,0.032386
ednet,1,static_concept_weights,"bkt,pfa,pfa_recency,elorasch",111863,133974,91,0.647448,0.007227,0.20983,0.639509,0.021334,0.212061,0.646918,0.010888,0.210162,elorasch,valid,elorasch,0.640902,0.04591,0.213805,0.007939,0.006546,0.00053,-0.014107,-0.038683,-0.00366
ednet,1,global_stack_concept_intercept,"bkt,pfa,pfa_recency,elorasch",111863,133974,91,0.648329,0.0082,0.209777,0.639509,0.021334,0.212061,0.646918,0.010888,0.210162,elorasch,valid,elorasch,0.640902,0.04591,0.213805,0.00882,0.007427,0.001411,-0.013135,-0.03771,-0.002688
ednet,1,linear_gating,"bkt,pfa,pfa_recency,elorasch",111863,133974,-1,0.63573,0.042276,0.215142,0.639509,0.021334,0.212061,0.646918,0.010888,0.210162,elorasch,valid,elorasch,0.640902,0.04591,0.213805,-0.003779,-0.005172,-0.011188,0.020942,-0.003634,0.031388
ednet,2,static_concept_weights,"bkt,pfa,pfa_recency,elorasch",86355,133974,90,0.645971,0.012143,0.210193,0.640529,0.017416,0.211954,0.647616,0.011909,0.210149,elorasch,valid,elorasch,0.641586,0.04684,0.21396,0.005442,0.004385,-0.001645,-0.005273,-0.034697,0.000234
ednet,2,global_stack_concept_intercept,"bkt,pfa,pfa_recency,elorasch",86355,133974,90,0.647311,0.014009,0.210046,0.640529,0.017416,0.211954,0.647616,0.011909,0.210149,elorasch,valid,elorasch,0.641586,0.04684,0.21396,0.006782,0.005724,-0.000305,-0.003407,-0.032831,0.0021
ednet,2,linear_gating,"bkt,pfa,pfa_recency,elorasch",86355,133974,-1,0.636461,0.043047,0.215297,0.640529,0.017416,0.211954,0.647616,0.011909,0.210149,elorasch,valid,elorasch,0.641586,0.04684,0.21396,-0.004068,-0.005126,-0.011155,0.025631,-0.003793,0.031138
ednet,3,static_concept_weights,"bkt,pfa,pfa_recency,elorasch",91741,133974,91,0.641091,0.013328,0.211208,0.640366,0.020375,0.212081,0.646137,0.016856,0.210663,bkt,valid,elorasch,0.628835,0.018296,0.213744,0.000726,0.012257,-0.005046,-0.007047,-0.004967,-0.003528
ednet,3,global_stack_concept_intercept,"bkt,pfa,pfa_recency,elorasch",91741,133974,91,0.64599,0.013578,0.210414,0.640366,0.020375,0.212081,0.646137,0.016856,0.210663,bkt,valid,elorasch,0.628835,0.018296,0.213744,0.005625,0.017155,-0.000147,-0.006797,-0.004718,-0.003278
ednet,3,linear_gating,"bkt,pfa,pfa_recency,elorasch",91741,133974,-1,0.636994,0.038932,0.214365,0.640366,0.020375,0.212081,0.646137,0.016856,0.210663,bkt,valid,elorasch,0.628835,0.018296,0.213744,-0.003372,0.008159,-0.009144,0.018558,0.020637,0.022076
ednet,4,static_concept_weights,"bkt,pfa,pfa_recency,elorasch",93564,133974,91,0.647337,0.009911,0.210002,0.639831,0.017592,0.212003,0.647645,0.010886,0.210099,elorasch,valid,elorasch,0.641109,0.045742,0.213902,0.007506,0.006228,-0.000308,-0.007681,-0.035831,-0.000975
ednet,4,global_stack_concept_intercept,"bkt,pfa,pfa_recency,elorasch",93564,133974,91,0.64833,0.009909,0.209912,0.639831,0.017592,0.212003,0.647645,0.010886,0.210099,elorasch,valid,elorasch,0.641109,0.045742,0.213902,0.008499,0.007222,0.000685,-0.007683,-0.035833,-0.000977
ednet,4,linear_gating,"bkt,pfa,pfa_recency,elorasch",93564,133974,-1,0.636376,0.042439,0.215305,0.639831,0.017592,0.212003,0.647645,0.010886,0.210099,elorasch,valid,elorasch,0.641109,0.045742,0.213902,-0.003455,-0.004732,-0.011269,0.024847,-0.003303,0.031553
